idiom	submission	category	likes	dislikes	reports	rating
aprire gli occhi	Apri gli occhi o ti prenderanno sempre in giro	idiom	2	0	0	1
aprire gli occhi	Apri gli occhi ogni tanto!	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi per una buona volta!	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi quando cammini, sbatti sempre contro i pali	nonidiom	0	2	0	0
aprire gli occhi	Apri gli occhi quando metti le lentine	nonidiom	0	1	0	0
aprire gli occhi	Apri gli occhi quando parli con lui, cerca il modo di raggirarti	idiom	2	0	0	1
aprire gli occhi	Apri gli occhi quando sei a lavoro, i colleghi fingono solo di essere amici	idiom	1	0	0	1
aprire gli occhi	Apri gli occhi quando sei in giro, potresti fare qualche incidente	nonidiom	1	0	0	1
aprire gli occhi	Apri gli occhi quando ti fai le foto!	nonidiom	0	1	0	0
aprire gli occhi	Apri gli occhi quando ti parlo, mi sembra di parlare con un morto	nonidiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi quando vai a fare la spesa, torni sempre a casa con il resto sbagliato	idiom	1	0	0	1
aprire gli occhi	Apri gli occhi se non vuoi tamponare quel TIR che abbiamo davanti!	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi!	idiom	0	2	0	0
aprire gli occhi	Apri gli occhi, fammi controllare perché sono così irritati.	idiom	0	1	0	0
aprire gli occhi	Apri gli occhi, guarda che meraviglia	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, ho spento la luce	nonidiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, ma non lo vedi?	idiom	0	2	0	0
aprire gli occhi	Apri gli occhi, maledizione!	idiom	1	0	0	1
aprire gli occhi	Apri gli occhi, Marco è una persona falsa!	idiom	0	1	0	0
aprire gli occhi	Apri gli occhi, mente!	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, non sei solo	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, non è fatto per te quel ragazzo!	idiom	2	0	0	1
aprire gli occhi	Apri gli occhi, non è il ragazzo giusto per te	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, non è la persona giusta per te	idiom	1	2	0	0,3333333333
aprire gli occhi	Apri gli occhi, non é sicuro qui	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, per una volta	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, questa situazione non mi convince	idiom	0	2	0	0
aprire gli occhi	Apri gli occhi, sei in pericolo!	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, sta cercando di truffarti	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, ti fregherà tutti i soldi che hai!	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, ti ho avvertito.	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, ti sta mentendo!	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, ti sta usando?	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, ti tradisce!	idiom	1	1	0	0,5
aprire gli occhi	Apri gli occhi, vivi nel tuo modo fantastico	idiom	1	0	0	1
aprire gli occhi	Apri gli occhi, è tuo amico solo per convenienza	idiom	1	0	0	1
aprire gli occhi	Apri più spesso gli occhi	idiom	1	0	0	1
aprire gli occhi	Apri sempre gli occhi quando hai a che fare con gli sconosciuti.	idiom	2	1	0	0,6666666667
aprire gli occhi	Apri subito gli occhi se qualcuno cerca di ingannarti	idiom	1	0	0	1
aprire gli occhi	Apri subito gli occhi se vedi qualcuno di sospetto	idiom	1	0	0	1
aprire gli occhi	Apri subito gli occhi se vuoi non essere preso in giro	idiom	1	0	0	1
aprire gli occhi	Aprire davvero gli occhi per non soffrire	idiom	0	1	0	0
aprire gli occhi	Aprire gli occhi con questo sole non mi piace	nonidiom	0	3	0	0
aprire gli occhi	Aprire gli occhi la mattina è sempre difficile, preferirei continuare a  dormire	nonidiom	2	0	0	1
aprire gli occhi	Aprire gli occhi è la prima cosa che si fa quando ci si sveglia	nonidiom	0	1	0	0
aprire gli occhi	Aprire gli occhi è la stessa cosa che stare attenti	idiom	0	1	0	0
aprire gli occhi	Aprire gli occhi é facile con una maschera	nonidiom	0	2	0	0
aprire gli occhi	Aprire gli occhi é la cosa migliore che un uomo possa fare	idiom	1	1	0	0,5
aprire gli occhi	Aprire in qualsiasi caso gli occhi per essere sicuri di non aver problemi	idiom	0	1	0	0
aprire gli occhi	Aprire sempre gli occhi fa di te un uomo previdente	idiom	0	1	0	0
aprire gli occhi	Aprire spesso gli occhi é necessario per vivere in sicurezza	idiom	0	1	0	0
aprire gli occhi	Aprire, se possibile, gli occhi, aiuta nella vita	idiom	1	0	0	1
aprire gli occhi	Aprite gli occhi, non abbiate paura	idiom	0	1	0	0
aprire gli occhi	Apro gli occhi e ti vedo	nonidiom	1	2	0	0,3333333333
aprire gli occhi	Apro gli occhi ma non guardo il sole	nonidiom	0	2	0	0
aprire gli occhi	Apro gli occhi nonostante la luce	nonidiom	0	2	0	0
aprire gli occhi	C'è talmente tanta luce che solo con gli occhiali da sole puoi aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	C'è troppa luce, non riesco ad aprire bene gli occhi	nonidiom	1	0	0	1
aprire gli occhi	C'è troppo sole non riesco ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Ci saranno giorni in cui perfino aprire gli occhi sembrerà faticoso, tu non mollare	nonidiom	1	0	0	1
aprire gli occhi	Come fai ad aprire entrambi gli occhi quando prendi la mira	nonidiom	1	1	0	0,5
aprire gli occhi	Devi aprire gli occhi quando ti metto il mascara	nonidiom	1	0	0	1
aprire gli occhi	Devi aprire gli occhi, ti racconta solo bugie	idiom	1	0	0	1
aprire gli occhi	Devi aprire sempre gli occhi quando non conosci chi ti sta intorno	idiom	1	0	0	1
aprire gli occhi	Devi aprire sempre gli occhi quando non sei sicuro di chi ti circonda	idiom	1	0	0	1
aprire gli occhi	Devi aprire sempre gli occhi quando sospetti un furto	idiom	1	0	0	1
aprire gli occhi	Devi aprire sempre gli occhi quando sospetti un turto	idiom	0	1	0	0
aprire gli occhi	Dopo ore al cellulare, dal bruciore non riusciva ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Dovrebbe aprire gli occhi, non si accorge che la suocera le sta rubando tutti i soldi	idiom	1	0	0	1
aprire gli occhi	Dovresti aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	Dovresti aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	Dovresti aprire gli occhi e capire in che situazione ti sei cacciata.	idiom	0	1	0	0
aprire gli occhi	Dovresti aprire gli occhi, non è possibile che ogni giorno ti rubino la penna	idiom	1	0	0	1
aprire gli occhi	Entrambi Gli occhi aperti non vanno bene mentre miri	nonidiom	1	1	0	0,5
aprire gli occhi	Fai sempre lo stesso errore, vedi di aprire un po' gli occhi!	idiom	1	1	0	0,5
aprire gli occhi	Faresti bene ad aprire gli occhi	idiom	1	1	0	0,5
aprire gli occhi	Faresti bene ad aprire gli occhi	idiom	1	1	0	0,5
aprire gli occhi	Fate attenzione ad aprire bene gli occhi durante questo esperimento!	nonidiom	0	1	0	0
aprire gli occhi	Finalmente ha aperto gli occhi	idiom	1	2	0	0,3333333333
aprire gli occhi	Finalmente ha aperto gli occhi su Giovanna.	idiom	0	1	0	0
aprire gli occhi	Finalmente ha aperto gli occhi su questa situazione	idiom	1	1	0	0,5
aprire gli occhi	Finalmente ho aperto gli occhi di fronte a questa situazione pericolosa in cui mi sono trovato	idiom	0	1	0	0
aprire gli occhi	Finalmente ho aperto gli occhi e l'ho lasciato.	idiom	1	1	0	0,5
aprire gli occhi	Gli dissi: tieni gli occhi aperti, sennò va a finire male	idiom	1	0	0	1
aprire gli occhi	Gli occhi aperti a volte fanno male	idiom	0	2	0	0
aprire gli occhi	Gli occhi devono essere sempre aperti in questi casi	idiom	2	0	0	1
aprire gli occhi	Gli occhi son stati aperti al popolo	idiom	1	1	0	0,5
aprire gli occhi	Gli occhi sono aperti, ci vedi?	nonidiom	0	1	0	0
aprire gli occhi	Gli occhi tienili aperti, altrimenti non riesco a guardare il fondo oculare	nonidiom	0	1	0	0
aprire gli occhi	Gli occhi, nonostante tutto, non vuole proprio aprirli	idiom	0	1	0	0
aprire gli occhi	Gli occhialini ti consentono di aprire gli occhi sott'acqua	nonidiom	1	6	0	0,1428571429
aprire gli occhi	Grazie a te ho aperto gli occhi, non mi ero reso conto dell'errore che stavo facendo	idiom	1	0	0	1
aprire gli occhi	Ha aperto gli occhi e mi ha sorriso	nonidiom	1	1	0	0,5
aprire gli occhi	Ha aperto gli occhi, ha ripreso coscienza	nonidiom	1	1	0	0,5
aprire gli occhi	Ha aperto gli occhi, è uscito dal coma	nonidiom	1	1	0	0,5
aprire gli occhi	Hai talmente sonno che non riesci neppure ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Ho aperto finalmente gli occhi su Flavio, e ho capito che persona è.	idiom	0	1	0	0
aprire gli occhi	Ho aperto gli occhi e ho visto che mi avevano fatto una festa a sorpresa	nonidiom	1	0	0	1
aprire gli occhi	Ho aperto il terzo occhio.	nonidiom	1	1	0	0,5
aprire gli occhi	Ho aperto troppo tardi gli occhi di fronte a quello che stava accadendo	idiom	0	1	0	0
aprire gli occhi	Ho detto a mia figlia 1000 volte che dovrebbe aprire gli occhi e capire che quelle non sono vere amiche	idiom	1	0	0	1
aprire gli occhi	Ho dormito 9 ore e quando ho aperto gli occhi ero più stanca di prima	nonidiom	1	2	0	0,3333333333
aprire gli occhi	Ho l'orzaiolo e non riesco ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Ho subito aperto entrambi gli occhi non appena hanno pronunciato la parola "cibo"	nonidiom	1	3	0	0,25
aprire gli occhi	Ho un'infezione e non riesco ad aprire gli occhi	idiom	0	1	0	0
aprire gli occhi	I complottisti ripetono sempre e solo che la gente deve aprire gli occhi	idiom	1	1	0	0,5
aprire gli occhi	Ieri ho fatto un incubo e ho aperto di colpo gli occhi nella notte	nonidiom	1	1	0	0,5
aprire gli occhi	Il bimbo ha aperto gli occhi	nonidiom	2	0	0	1
aprire gli occhi	Il cucciolo appena nato aprì gli occhi	nonidiom	0	3	0	0
aprire gli occhi	Il cucciolo sta aprendo gli occhi	nonidiom	1	1	0	0,5
aprire gli occhi	Il gattino ha aperto gli occhi	nonidiom	3	1	0	0,75
aprire gli occhi	Il medico disse: le chiedo di aprire e chiudere velocemente gli occhi	nonidiom	0	1	0	0
aprire gli occhi	Il mio consiglio è di aprire gli occhi, non mi sembra molto affidabile	idiom	1	1	0	0,5
aprire gli occhi	Il mio primo pensiero appena ho aperto gli occhi è stata la montagna di cose da studiare per l'esame	nonidiom	0	1	0	0
aprire gli occhi	Il mio primo pensiero appena ho aperto gli occhi è stata la montagna di cose da studiare per l'esame	nonidiom	0	1	0	0
aprire gli occhi	Il mio primo pensiero appena ho aperto gli occhi è stata la montagna di cose da studiare per l'esame	idiom	1	1	0	0,5
aprire gli occhi	Il paziente aprì lentamente gli occhi dopo l'intervento per la miopia	nonidiom	0	1	0	0
aprire gli occhi	Il paziente fu in grado di aprire gli occhi solo dopo tre ore dall'intervento	nonidiom	1	0	0	1
aprire gli occhi	Il sole mi impedisce di aprire gli occhi	nonidiom	0	1	0	0
aprire gli occhi	Intorno alle tre aprii gli occhi e non riuscii più a prender sonno	nonidiom	1	1	0	0,5
aprire gli occhi	L'ansia mi assale da quando apro gli occhi la mattina	idiom	1	1	0	0,5
aprire gli occhi	L'oculista mi ha detto di aprire bene entrambi gli occhi per osservare l'iride	nonidiom	1	1	0	0,5
aprire gli occhi	La mattina è difficile aprire gli occhi quando sai che farai le stesse cose di sempre	nonidiom	1	0	0	1
aprire gli occhi	La prima cosa che facciamo al mattino è aprire lentamente gli occhi	nonidiom	1	1	0	0,5
aprire gli occhi	La professoressa dovrebbe aprire gli occhi durante gli esami, copiano tutti	idiom	1	1	0	0,5
aprire gli occhi	La visiera consente di mantenere gli occhi aperti nonostante il forte vento	nonidiom	1	0	0	1
aprire gli occhi	Lascia stare, non aprirà mai gli occhi	idiom	1	0	0	1
aprire gli occhi	Le ho detto che il suo fidanzato la tradisce, ma lei non vuole aprire gli occhi	idiom	3	0	0	1
aprire gli occhi	Le ho fatto aprire gli occhi e ha capito che stava sbagliando.	idiom	1	1	0	0,5
aprire gli occhi	Le ho sempre detto di avere gli occhi aperti con quel ragazzo, non mi è mai piaciuto	idiom	1	0	0	1
aprire gli occhi	Le mie clienti non capiscono che quando metto loro il mascara devono aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Lei lo tradisce ma lui non vuole proprio aprire gli occhi	idiom	0	1	0	0
aprire gli occhi	Li hai aperti gli occhi sta volta?	idiom	1	0	1	0,5
aprire gli occhi	Marta durante l'esame dovrebbe aprire gli occhi, la sua compagna di banco copia tutto da lei	idiom	0	3	0	0
aprire gli occhi	Mi raccomando, apri gli occhi.	idiom	1	1	0	0,5
aprire gli occhi	Mi scoccio di guardare i thriller con te, non apri mai gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Mi sono stancata di dirti di aprire gli occhi su Marco, sono certa che ti accorgerai di che persona falsa sia.	idiom	0	3	0	0
aprire gli occhi	Mi è entrato qualcosa negli occhi ed ora non riesco ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Non apre mai gli occhi nelle foto, perciò viene sempre male	nonidiom	1	0	0	1
aprire gli occhi	Non aprire gli occhi con tutta questa luce	nonidiom	1	1	0	0,5
aprire gli occhi	Non aprire gli occhi finché non te lo dico io	nonidiom	1	1	0	0,5
aprire gli occhi	Non aprire gli occhi finché non te lo dico io	nonidiom	1	0	0	1
aprire gli occhi	Non aprire gli occhi finché non ti do l'ok)	nonidiom	1	0	0	1
aprire gli occhi	Non aprire gli occhi mentre fai il tuffo	nonidiom	1	0	0	1
aprire gli occhi	Non aprire gli occhi sott'acqua	nonidiom	1	1	0	0,5
aprire gli occhi	Non aprire gli occhi sott’acqua!	nonidiom	2	0	0	1
aprire gli occhi	Non aprire gli occhi, non è ancora il momento	nonidiom	0	2	0	0
aprire gli occhi	Non aprire gli occhi, è una sorpresa	nonidiom	1	1	0	0,5
aprire gli occhi	Non aprire gli occhi, è una sorpresa	nonidiom	1	0	0	1
aprire gli occhi	Non capisce che il suo fidanzato le fa il lavaggio del cervello, dovrebbe aprire gli occhi	idiom	1	2	0	0,3333333333
aprire gli occhi	Non conviene tenere gli occhi aperti in acqua salata	nonidiom	2	0	0	1
aprire gli occhi	Non dovresti mai aprire gli occhi se guardi verso il sole	nonidiom	1	1	0	0,5
aprire gli occhi	Non far aprire a Giovanni gli occhi altrimenti la sorpresa è rovinata	nonidiom	1	2	0	0,3333333333
aprire gli occhi	Non farti ingannare, apri gli occhi	idiom	1	0	0	1
aprire gli occhi	Non fidarti di lui, apri gli occhi	idiom	1	1	0	0,5
aprire gli occhi	Non ha aperto gli occhi prima di ora	nonidiom	0	2	0	0
aprire gli occhi	Non ho aperto gli occhi dalla paura	nonidiom	1	0	0	1
aprire gli occhi	Non ho mai voglia di aprire gli occhi quando so che mi aspetta una giornata di lavoro	nonidiom	1	0	0	1
aprire gli occhi	Non puoi fare sempre gli stessi errori, dovresti aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	Non riesco ad aprire gli occhi con questo flash	nonidiom	1	0	0	1
aprire gli occhi	Non riesco ad aprire gli occhi con tutta questa luce	nonidiom	1	0	0	1
aprire gli occhi	Non riuscirai ad aprire gli occhi se continui a toccarteli	nonidiom	1	0	0	1
aprire gli occhi	Non riusciva ad aprire bene gli occhi a causa della stanchezza	nonidiom	0	1	0	0
aprire gli occhi	Non riusciva ad aprire gli occhi a causa dell'orzaiolo	nonidiom	1	0	0	1
aprire gli occhi	Non sei il migliore, apri gli occhi!	idiom	1	1	0	0,5
aprire gli occhi	Non sono capace di aprire gli occhi sott'acqua	idiom	0	1	0	0
aprire gli occhi	Non voglio aprire gli occhi se significa perderlo	idiom	1	0	0	1
aprire gli occhi	Non voglio aprire gli occhi, ho paura	nonidiom	1	0	0	1
aprire gli occhi	Non voleva aprire gli occhi perchè quella scena le faceva venire la nausea	nonidiom	1	0	0	1
aprire gli occhi	Non vuol proprio aprire gli occhi	idiom	0	1	0	0
aprire gli occhi	Non vuol sentire ragioni, di aprire gli occhi non se ne parla	idiom	0	1	0	0
aprire gli occhi	Non è facile aprire gli occhi quando hai tanto sonno	nonidiom	1	0	0	1
aprire gli occhi	Non è facile per una professoressa, in una classe di trenta persone, aprire gli occhi durante un compito in classe	idiom	1	4	0	0,2
aprire gli occhi	Nonostante quel che é successo, non vuole aprire gli occhi	idiom	0	1	0	0
aprire gli occhi	Oggi a lavoro non riuscivo ad aprire gli occhi, mi sono addormentata tardi	nonidiom	1	0	0	1
aprire gli occhi	Oggi appena ho aperto gli occhi ho provato un profondo dolore alla testa	nonidiom	2	0	0	1
aprire gli occhi	Oggi non riuscivo ad aprire gli occhi ero troppo stanca	nonidiom	1	0	0	1
aprire gli occhi	Oggi non volevo aprire gli occhi, ero troppo stanca	nonidiom	0	2	1	0
aprire gli occhi	Ogni volta che andiamo al cinema e sta una scena paurosa non vuole aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Ogni volta che devo mettere le lentine non riesco ad aprire gli occhi	nonidiom	1	1	0	0,5
aprire gli occhi	Ogni volta che devo mettermi le gocce non riesco ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Per risolvere la situazione apri gli occhi!	idiom	1	1	0	0,5
aprire gli occhi	Per sostenere questo esperimento innanzitutto chiudi e poi apri subito gli occhi.	nonidiom	2	0	0	1
aprire gli occhi	Possibile che il tuo primo pensiero, appena apri gli occhi, sua cosa mangeremo a pranzo?	nonidiom	0	1	0	0
aprire gli occhi	Professoressa, sta copiando, apra gli occhi	idiom	0	2	0	0
aprire gli occhi	Purtroppo mia nonna non ha aperto più gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Può far male aprire gli occhi dopo l'operazione	nonidiom	1	0	0	1
aprire gli occhi	Quando ami a volte è difficile aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	Quando aperto gli occhi mi sono tranquillizzato perchè era solo un sogno	idiom	0	1	0	0
aprire gli occhi	Quando aperto gli occhi mi sono tranquillizzato perchè era solo un sogno	nonidiom	0	1	0	0
aprire gli occhi	Quando aprirai gli occhi sara troppo tardi	idiom	0	2	0	0
aprire gli occhi	Quando apro gli occhi al mattino ho sempre un fastidio alla testa	nonidiom	0	2	0	0
aprire gli occhi	Quando apro gli occhi la mattina ho sempre un fastidio alle palpebre.	nonidiom	1	1	0	0,5
aprire gli occhi	Quando aprì per la prima volta gli occhi, il micio miagolò fortissimo	nonidiom	1	0	0	1
aprire gli occhi	Quando faccio bei sogni vorrei non aprire mai gli occhi	nonidiom	0	2	0	0
aprire gli occhi	Quando giochiamo a nascondino imbroglia, apre gli occhi prima di finire di contare	nonidiom	1	0	0	1
aprire gli occhi	Quando guardo i film horror non riesco ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Quando ha sentito la mia voce ha aperto gli occhi.	nonidiom	1	2	0	0,3333333333
aprire gli occhi	Quando ho aperto gli occhi e ho visto che mi aveva regalato un biglietto per Parigi, ho pianto di gioia	nonidiom	1	0	0	1
aprire gli occhi	Quando l'oculista ti dice di aprire gli occhi, tu aprili	nonidiom	1	0	0	1
aprire gli occhi	Quando sei davvero innamorata a volte è difficile aprire gli occhi	idiom	0	3	0	0
aprire gli occhi	Quando va sott'acqua apre gli occhi, per questo sono irritati	nonidiom	1	0	0	1
aprire gli occhi	Quando viaggi da sola è bene aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	Quando viaggi da sola, apri gli occhi e non farti derubare	idiom	2	0	0	1
aprire gli occhi	Quanto si è accecati dall'amore è difficile aprire gli occhi	idiom	2	0	0	1
aprire gli occhi	Quel che è appena successo li ha costretti ad aprire gli occhi su Marco.	idiom	1	1	0	0,5
aprire gli occhi	Quel farabutto sta truffando moltissime persone, dovremmo tutti aprire bene gli occhi	idiom	2	0	0	1
aprire gli occhi	Quella ragazza vive nel mondo delle favole, dovrebbe aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	Questa notte ho aperto gli occhi e non ho più preso sonno	nonidiom	1	0	0	1
aprire gli occhi	Questa storia mi ha fatto aprire gli occhi, ora so cosa voglio fare da grande!	idiom	1	1	0	0,5
aprire gli occhi	Ricorda di non aprire gli occhi finché non esci dall'acqua	nonidiom	1	0	0	1
aprire gli occhi	Ricordati di aprire gli occhi quando facciamo una foto, esci sempre con gli occhi chiusi!	nonidiom	1	1	0	0,5
aprire gli occhi	Riesce ad aprire gli occhi quando va sott'acqua	nonidiom	0	0	1	0
aprire gli occhi	Se avessi aperto gli occhi non sarei andata a sbattere contro quel palo!	nonidiom	2	0	0	1
aprire gli occhi	Se non apri gli occhi andrai a sbattere contro il palo	nonidiom	1	0	0	1
aprire gli occhi	Se non apri gli occhi continueranno a sorpassarti nella fila	idiom	1	0	0	1
aprire gli occhi	Se non apri gli occhi finirai con il farti rubare tutti i tuoi averi	idiom	1	0	0	1
aprire gli occhi	Se non apri gli occhi ne pagherai le conseguenze	idiom	1	0	0	1
aprire gli occhi	Se non apri gli occhi non riesco a metterti le gocce	nonidiom	1	0	0	1
aprire gli occhi	Se non apri gli occhi resterai in fila tutto il giorno, ti fai sempre soprassare	idiom	1	0	0	1
aprire gli occhi	Se non apri gli occhi ti farai soffiare la ragazza	idiom	1	0	0	1
aprire gli occhi	Se non apri gli occhi ti fregheranno	idiom	1	0	0	1
aprire gli occhi	Se non apri gli occhi, troveranno sempre il modo di manipolarti	idiom	1	0	0	1
aprire gli occhi	Se non inizi ad aprire gli occhi, i clienti ti daranno sempre il resto sbagliato	idiom	1	0	0	1
aprire gli occhi	Se non vuole aprire gli occhi non posso farci nulla, si farà del male da solo	idiom	1	0	0	1
aprire gli occhi	Se ti addormenti tardi è ovvio che non riesci ad aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	Se vuoi alzarti dal letto, innanzitutto apri gli occhi!	nonidiom	2	0	0	1
aprire gli occhi	Sei scarso, apri gli occhi	idiom	1	2	0	0,3333333333
aprire gli occhi	Sei troppo ingenua, dovresti aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	Sii te stesso, ma apri gli occhi	idiom	1	1	0	0,5
aprire gli occhi	Solo aprendo gli occhi scoprirai la verità	idiom	1	1	0	0,5
aprire gli occhi	Sono andata dall'oculista perché non riesco ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Sono sicura che se aprissi gli occhi ti renderesti conto che non ti ama	idiom	2	0	0	1
aprire gli occhi	Sott'acqua non riesco ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Sta aprendo gli occhi per la prima volta	nonidiom	1	2	0	0,3333333333
aprire gli occhi	Sta aprendo per la prima volta gli occhi	nonidiom	1	2	0	0,3333333333
aprire gli occhi	Stamattina aprire gli occhi è stato difficile	nonidiom	2	0	0	1
aprire gli occhi	Stanotte ho aperto gli occhi alle due e non sono riuscito a prendere di nuovo sonno	nonidiom	1	0	0	1
aprire gli occhi	Stavolta gli occhi li hai aperti proprio bene per mettere il collirio	nonidiom	0	1	0	0
aprire gli occhi	Ti ingannano tutti, cerca di aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	Ti raccomando di tenere gli occhi aperti quando entri in quel quartiere	idiom	0	1	0	0
aprire gli occhi	Tieni gli occhi aperti quando stai da sola con lui, potrebbe farti del male	idiom	1	0	0	1
aprire gli occhi	Troppe persone sono facilmente manipolabili, dovrebbero aprire gli occhi	idiom	1	3	0	0,25
aprire gli occhi	Tua madre ti sta solo manipolando, apri gli occhi	idiom	0	3	0	0
aprire gli occhi	Tuo padre ti sta solo manipolando, apri gli occhi	idiom	0	3	0	0
aprire gli occhi	Tuo padre ti sta solo manipolando, apri gli occhi	idiom	1	4	0	0,2
aprire gli occhi	Ultimamente mi bruciano gli occhi e ho difficoltà ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	Vidi una luce accecante e non riuscii ad aprire gli occhi	nonidiom	1	0	0	1
aprire gli occhi	È così buio che anche quando apro gli occhi non vedo nulla	nonidiom	1	0	0	1
aprire gli occhi	È davvero coraggioso, durante tutto il film di paura ha aperto gli occhi	nonidiom	2	0	0	1
aprire gli occhi	È troppo ingenua, dovrebbe aprire gli occhi	idiom	1	0	0	1
aprire gli occhi	È un'emozione quando i figli aprono gli occhi per la prima volta	nonidiom	0	3	0	0
Attaccare bottone	A mia mamma piace attaccare bottone con le vicine di casa quando le incontra	idiom	4	0	0	1
Attaccare bottone	A scuola quest'anno mia figlia ha fatto delle composizioni attaccando i bottoni in un foglio bianco.	nonidiom	2	1	0	0,6666666667
Attaccare bottone	A volte si attaccano dei bottoni ai tessuti come ornamenti	nonidiom	3	0	0	1
Attaccare bottone	A volte è difficile attaccare dei bottoni piccoli alle camicie	nonidiom	3	0	0	1
Attaccare bottone	A volte, per attaccare bottone basta solo un sorriso	idiom	0	0	0	0
Attaccare bottone	Al bar attacca sempre bottone con la barista.	idiom	3	0	0	1
Attaccare bottone	Alcuni ragazzi non hanno proprio idea di come attaccare bottone!	idiom	3	0	0	1
Attaccare bottone	Ama parlare, attacca sempre bottone con chiunque	idiom	2	0	0	1
